,1,2,3,4,5,6,7,8,9,10
131,0.635,1.123,0.0,0.195,1.514,2.979,0.0,0.0,0.146,0.195
132,0.0,0.0,0.0,0.244,0.537,0.244,0.0,0.0,0.977,1.66
133,0.0,0.0,1.123,0.0,0.195,0.0,0.293,0.0,0.0,0.732
134,0.0,0.635,0.0,0.0,0.0,0.0,0.0,2.979,0.781,0.537
135,0.0,2.637,0.0,0.342,2.148,0.0,0.244,1.318,0.439,0.439
136,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,1.904,0.928
137,0.0,0.0,0.0,0.0,0.244,1.611,0.342,0.195,2.344,0.0
138,0.0,0.0,0.0,0.0,1.172,0.0,0.0,0.439,0.244,0.391
139,0.732,0.195,0.244,0.732,1.025,0.0,0.781,0.0,0.244,0.635
140,0.0,0.0,0.293,0.195,1.856,0.146,0.146,0.195,0.0,2.93
141,0.0,2.49,0.195,1.709,0.684,0.195,0.195,0.0,0.586,3.565
142,0.0,0.0,0.0,0.439,0.0,0.0,0.293,0.537,0.0,0.0
143,0.0,0.0,0.244,0.293,2.051,0.928,0.0,0.391,1.025,0.391
144,0.195,0.244,0.0,0.342,1.66,0.0,0.195,0.488,0.0,0.342
145,0.0,0.0,0.0,0.439,0.0,0.0,0.0,0.342,0.244,0.0
146,0.0,0.195,0.439,0.342,0.195,0.732,0.0,0.732,0.0,0.0
147,0.342,0.0,0.293,0.244,0.0,1.025,0.0,0.0,0.0,0.0
