,1,2,3,4,5,6,7,8,9,10
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.465
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.781,0.0,0.0,1.025,1.611,0.195
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.781,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221
18,0.0,0.0,0.0,0.0,1.514,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,1.318,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,2.197,0.0,0.0,1.221
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0
25,0.146,0.0,0.0,0.0,0.0,0.0,0.635,0.0,0.732,1.025
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66
28,0.0,0.0,0.0,0.0,0.0,0.0,1.221,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,1.025,0.0,0.537,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.221
33,0.0,0.0,0.0,0.0,0.0,0.0,1.318,0.879,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,1.123,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.391,0.244,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.635,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.488,0.293,0.0,0.0,0.0
42,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.488,0.0,0.537,0.0,0.0,0.0
44,0.0,0.0,0.0,0.244,0.0,0.0,0.195,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.195,0.928,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684,0.977,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0
49,0.0,0.0,0.0,0.0,0.0,0.488,0.684,0.0,0.0,1.172
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,0.977,0.0
52,0.0,0.0,0.0,0.0,0.0,0.195,0.0,0.0,1.367,1.123
53,0.0,0.0,0.0,0.0,0.586,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.439,0.0,0.0,0.391,0.0,0.0,0.488,0.0
83,0.0,0.0,0.0,0.0,0.0,0.537,0.0,0.0,0.0,0.293
84,0.0,0.0,0.0,0.244,0.0,0.0,0.146,0.0,0.293,1.025
85,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
