,1,2,3,4,5,6,7,8,9,10
74,1.27,1.025,1.318,2.002,0.0,3.32,3.467,0.537,3.125,0.928
75,1.514,1.074,1.514,1.465,1.563,3.955,1.221,2.637,2.686,2.734
76,2.637,0.0,2.344,0.0,3.369,0.635,1.367,1.514,2.441,6.836
77,1.025,1.758,1.172,1.514,1.856,1.416,2.783,1.66,1.318,0.244
78,1.514,1.465,1.758,1.514,2.881,0.83,2.393,2.539,2.832,1.758
79,1.611,2.148,0.0,1.416,3.613,0.488,0.83,3.467,2.734,3.662
80,0.098,0.0,0.781,1.318,0.488,1.123,2.881,2.148,1.367,2.1
81,1.709,1.514,0.0,3.32,0.391,0.439,2.393,3.272,1.27,3.809
82,0.0,0.098,0.146,1.563,1.221,0.83,2.783,0.537,4.639,2.051
83,1.025,0.537,0.342,0.098,1.367,0.439,5.713,0.537,2.246,0.293
84,2.002,0.342,0.342,1.856,0.83,0.0,2.002,2.393,1.27,2.051
85,0.244,0.439,2.588,0.83,0.244,2.881,1.807,0.586,2.197,2.637
86,0.781,0.293,0.879,0.146,0.098,0.684,2.148,1.123,2.344,1.709
87,0.244,1.514,2.49,1.66,2.051,1.172,1.123,1.416,0.977,1.074
88,0.0,0.0,2.197,0.0,0.146,1.27,0.977,1.318,1.27,1.758
89,0.391,0.635,1.904,3.955,2.002,0.879,3.613,0.244,1.221,2.148
90,0.928,1.953,0.0,2.246,2.148,3.32,0.977,1.758,3.125,1.465
91,0.928,0.391,3.32,1.367,1.514,0.146,1.758,2.637,1.66,0.879
92,0.293,2.295,2.637,1.66,1.367,1.807,2.832,2.93,1.025,1.904
93,0.0,0.0,0.83,1.025,0.684,1.807,2.051,0.732,0.146,3.076
94,0.732,1.025,1.221,0.0,0.977,1.123,0.0,3.223,1.904,3.125
95,0.0,1.709,0.391,0.0,2.49,1.221,1.758,0.488,0.635,2.734
96,0.146,1.416,1.123,0.586,0.732,0.0,1.27,1.172,1.27,0.879
97,2.148,0.0,0.586,0.439,0.977,1.563,2.295,0.879,1.221,1.709
98,0.0,0.244,0.0,0.195,1.27,0.195,1.074,1.856,1.611,1.025
100,0.244,0.0,0.635,1.66,1.367,0.342,0.195,1.611,0.977,2.49
101,1.807,1.514,0.0,0.586,0.537,0.342,1.123,0.488,1.318,2.344
102,0.0,0.537,1.123,1.025,0.537,0.0,2.832,1.221,0.781,2.539
103,1.514,0.537,0.244,0.439,0.732,0.342,1.66,0.195,3.32,0.342
104,0.0,1.465,0.0,2.49,1.123,0.732,0.439,0.0,0.0,1.758
